"Township","Area","State","Median_Price","Median_PSF","Transactions","Multi_Type","Primary_Type","Freehold","Leasehold","Primary_Tenure","Log_Median_Price","Log_Median_PSF","Log_Transactions"
"idaman sutera","setapak","kuala lumpur",350000,412,15,0,"condominium",1,0,1,12.7656884334656,6.02102334934953,2.70805020110221
"pinang emas","batu ferringhi","penang",170000,304,15,0,"apartment",1,0,1,12.0435537160324,5.71702770140622,2.70805020110221
"the scott garden soho","jalan klang lama (old klang road)","kuala lumpur",650000,851,15,0,"service residence",1,0,1,13.3847276418718,6.74641212857337,2.70805020110221
"ivory residence","kajang","selangor",390000,302,15,0,"condominium",1,0,1,12.8739020181058,5.71042701737487,2.70805020110221
"desa idaman residences","puchong","selangor",450000,432,15,0,"apartment",1,0,1,13.0170028617465,6.06842558824411,2.70805020110221
"taman tan sri yaacob","skudai","johor",140000,217,15,0,"flat",1,0,1,11.8493977015914,5.37989735354046,2.70805020110221
"kiara residence 2 (residensi kiara jalil 2)","bukit jalil","kuala lumpur",585000,479,15,0,"condominium",0,1,0,13.279367126214,6.17170059741091,2.70805020110221
"changkat view","dutamas","kuala lumpur",453000,414,15,0,"condominium",1,0,1,13.0236474044652,6.02586597382531,2.70805020110221
"taman bagan","butterworth","penang",115000,222,15,0,"flat",1,0,1,11.6526874073454,5.40267738187228,2.70805020110221
"kelana puteri","kelana jaya","selangor",380000,349,15,0,"condominium",0,1,0,12.8479265317026,5.85507192220243,2.70805020110221
"dahlia","serendah","selangor",150000,214,15,0,"apartment",0,1,0,11.9183905730784,5.36597601502185,2.70805020110221
"the golden triangle condominium","sungai ara","penang",538000,442,15,0,"condominium",1,0,1,13.1956138391439,6.0913098820777,2.70805020110221
"the loft @ zetapark","setapak","kuala lumpur",5e+05,465,15,0,"service residence",0,1,0,13.1223633774043,6.14203740558736,2.70805020110221
"vista pinggiran apartment","seri kembangan","selangor",310000,355,15,0,"apartment",0,1,0,12.6443275764613,5.87211778947542,2.70805020110221
"u garden resort condominium","gelugor","penang",260000,457,15,0,"condominium",1,0,1,12.4684369099977,6.12468339089421,2.70805020110221
"setia sky residences","klcc","kuala lumpur",1e+06,879,15,0,"service residence",1,0,1,13.8155105579643,6.77878489768518,2.70805020110221
"midfields","sungai besi","kuala lumpur",450000,386,15,0,"condominium",0,1,0,13.0170028617465,5.95583736946483,2.70805020110221
"one central park","desa parkcity","kuala lumpur",1600000,1164,15,0,"condominium",1,0,1,14.28551418721,7.05961762829138,2.70805020110221
"seksyen 17 shah alam","shah alam","selangor",416000,301,14,1,"terrace house",1,1,1,12.9384405392434,5.70711026474888,2.63905732961526
"klebang perdana","ipoh","perak",554888,371,14,0,"terrace house",1,0,1,13.226521570562,5.91620206260743,2.63905732961526
"taman sri treh (taman bintang angkasa)","muar","johor",489000,233,14,0,"terrace house",1,0,1,13.100117768457,5.4510384535657,2.63905732961526
"bandar permata lunas","lunas","kedah",412500,172,14,1,"semi d",1,0,1,12.9299914847569,5.14749447681345,2.63905732961526
"taman tasik perdana","pengkalan hulu","perak",188000,157,14,0,"terrace house",0,1,0,12.1441972418121,5.05624580534831,2.63905732961526
"taman masjid tanah perdana","masjid tanah","melaka",410000,128,14,0,"semi d",1,0,1,12.9239124386805,4.85203026391962,2.63905732961526
"taman tehel impian (saujana perdana)","bemban","melaka",291230,182,14,0,"terrace house",1,0,1,12.5818686119763,5.2040066870768,2.63905732961526
"taman seri bayu 2","sungai lalang","kedah",320000,268,14,0,"terrace house",1,0,1,12.6760762747759,5.59098698051086,2.63905732961526
"taman jenderam sutera","dengkil","selangor",585000,418,14,0,"terrace house",1,0,1,13.279367126214,6.03548143252476,2.63905732961526
"taman tok muda sejahtera","kapar","selangor",378000,295,14,0,"terrace house",1,0,1,12.8426494746017,5.68697535633982,2.63905732961526
"taman ara bayu","nilai","negeri sembilan",378800,291,14,0,"terrace house",1,0,1,12.8447636402941,5.67332326717149,2.63905732961526
"p/l 174132 indera mahkota","kuantan","pahang",392000,276,14,0,"terrace house",1,0,1,12.8790171187726,5.62040086571715,2.63905732961526
"bandar bestari permai","kuala ketil","kedah",237500,136,14,0,"terrace house",1,0,1,12.3779229024568,4.91265488573605,2.63905732961526
"permaipura villa","sungai lalang","kedah",548000,98,14,0,"bungalow",1,0,1,13.2140305659302,4.58496747867057,2.63905732961526
"taman wangsa permai (p/l 13367)","lumut","perak",498800,178,14,0,"semi d",1,0,1,13.119960492788,5.18178355029209,2.63905732961526
"taman sri nova utama","tampin","negeri sembilan",401900,107,14,1,"semi d",1,0,1,12.9039585804373,4.67282883446191,2.63905732961526
"plumeria @ bandar universiti","seri iskandar","perak",250000,175,14,0,"terrace house",0,1,0,12.4292161968444,5.16478597392351,2.63905732961526
"aman cities","batu gajah","perak",231300,145,14,0,"terrace house",0,1,0,12.3514708482195,4.97673374242057,2.63905732961526
"bb setia awan perdana residen 2","sitiawan","perak",240000,117,14,1,"cluster house",1,0,1,12.3883942023241,4.76217393479776,2.63905732961526
"taman bukit senawang perdana (phase 2)","rantau","negeri sembilan",605000,159,14,0,"semi d",1,0,1,13.312983737013,5.06890420222023,2.63905732961526
"scientex ipoh - begonia","ipoh","perak",296800,254,14,0,"terrace house",1,0,1,12.6008137902754,5.53733426701854,2.63905732961526
"taman sri nibong","bayan lepas","penang",1175000,675,14,0,"terrace house",1,0,1,13.9767787055604,6.51471269087253,2.63905732961526
"vision homes","seremban 2","negeri sembilan",550000,274,14,0,"cluster house",1,0,1,13.2176735572087,5.61312810638807,2.63905732961526
"sp saujana","sungai petani","kedah",450000,232,14,0,"terrace house",1,0,1,13.0170028617465,5.44673737166631,2.63905732961526
"taman nilam","kuah","kedah",145000,101,14,0,"terrace house",0,1,0,11.8844890214027,4.61512051684126,2.63905732961526
"taman desa impian","kuah","kedah",618800,435,14,0,"terrace house",1,0,1,13.335537397681,6.07534603108868,2.63905732961526
"kampung merdeka - tr 105","batu pahat","johor",325000,185,14,1,"terrace house",1,0,1,12.6915804613119,5.22035582507832,2.63905732961526
"taman delima ii","kluang","johor",314000,179,14,1,"terrace house",1,0,1,12.6571482648904,5.18738580584075,2.63905732961526
"taman desa ablelink","klang","selangor",445000,398,14,0,"terrace house",1,0,1,13.0058295611484,5.98645200528444,2.63905732961526
"rmm banjaran serapi","kuching","sarawak",234000,133,14,0,"terrace house",0,1,0,12.3630763943398,4.89034912822175,2.63905732961526
"taman merak jaya","simpang ampat","penang",315000,231,14,0,"terrace house",1,0,1,12.6603279178078,5.44241771052179,2.63905732961526
"taman rasah jaya v","rasah","negeri sembilan",3e+05,182,14,0,"terrace house",1,0,1,12.6115377536383,5.2040066870768,2.63905732961526
"taman prima saujana","kajang","selangor",525000,354,14,1,"terrace house",1,0,1,13.1711535415738,5.86929691313377,2.63905732961526
"taman t&g phase 7","kota marudu","sabah",5e+05,238,14,0,"semi d",0,1,0,13.1223633774043,5.47227067367148,2.63905732961526
"taman desa rhu","sikamat","negeri sembilan",237500,210,14,0,"terrace house",0,1,0,12.3779229024568,5.34710753071747,2.63905732961526
"taman larah aman","taiping","perak",230000,192,14,0,"terrace house",1,0,1,12.3458345879053,5.25749537202778,2.63905732961526
"taman pura kencana - tr. 41","batu pahat","johor",445000,227,14,0,"terrace house",1,0,1,13.0058295611484,5.4249500174814,2.63905732961526
"taman datuk tamby chik karim","batu berendam","melaka",305000,227,14,0,"terrace house",0,1,0,12.6280670555895,5.4249500174814,2.63905732961526
"taman permai bidor","bidor","perak",364000,153,14,1,"cluster house",0,1,0,12.8049091466189,5.03043792139244,2.63905732961526
"taman bakri jaya","bakri","johor",610000,238,14,0,"terrace house",1,0,1,13.3212142361495,5.47227067367148,2.63905732961526
"bandar tun razak","cheras","kuala lumpur",335000,298,14,1,"terrace house",0,1,0,12.7218858108072,5.6970934865054,2.63905732961526
"taman selatan","klang","selangor",655000,296,14,0,"terrace house",1,0,1,13.3923905146174,5.69035945432406,2.63905732961526
"usj 13","subang jaya","selangor",697500,552,14,0,"terrace house",1,0,1,13.4552577926777,6.31354804627709,2.63905732961526
"usj heights","subang jaya","selangor",2125000,624,14,0,"terrace house",1,0,1,14.5692823603407,6.43615036836943,2.63905732961526
"taman sungai udang mutiara","sungai udang","melaka",290000,175,14,0,"terrace house",1,0,1,12.5776362019627,5.16478597392351,2.63905732961526
"perumahan pasdec","kuantan","pahang",250000,189,14,0,"terrace house",0,1,0,12.4292161968444,5.24174701505964,2.63905732961526
"taman impian jaya","senai","johor",411000,142,14,0,"terrace house",0,1,0,12.9263484934784,4.95582705760126,2.63905732961526
"taman sri wangsa ii","batu gajah","perak",229400,191,14,0,"terrace house",0,1,0,12.3432224836774,5.25227342804663,2.63905732961526
"puncak bougainvillea","padang rengas","perak",274440,187,14,0,"terrace house",1,0,1,12.5224879368048,5.23110861685459,2.63905732961526
"taman samudra","batu caves","selangor",550000,581,14,0,"terrace house",0,1,0,13.2176735572087,6.36475075685191,2.63905732961526
"taman silibin ria","ipoh","perak",515000,293,14,1,"terrace house",0,1,0,13.1519221796459,5.68017260901707,2.63905732961526
"taman temiang jaya ii","muar","johor",865000,329,14,0,"terrace house",1,0,1,13.670484785914,5.79605775076537,2.63905732961526
"sierramas","sungai buloh","selangor",2405000,670,14,1,"semi d",1,0,1,14.693060461522,6.50727771238501,2.63905732961526
"rpr batu kawa","kuching","sarawak",250000,198,14,0,"terrace house",0,1,0,12.4292161968444,5.28826703069454,2.63905732961526
"taman sri pulasan","seremban","negeri sembilan",215000,172,14,0,"terrace house",0,1,0,12.2783933071098,5.14749447681345,2.63905732961526
"taman desa jasmin","nilai","negeri sembilan",334500,210,14,0,"terrace house",1,0,1,12.7203921585504,5.34710753071747,2.63905732961526
"taman datuk senu","sentul","kuala lumpur",330000,513,14,1,"terrace house",0,1,0,12.7068479334427,6.24027584517077,2.63905732961526
"taman medan pasir saujana","ipoh","perak",559000,336,14,0,"terrace house",1,0,1,13.2339047521372,5.8171111599632,2.63905732961526
"seksyen 20","petaling jaya","selangor",885000,426,14,0,"terrace house",1,0,1,13.6933429239901,6.05443934626937,2.63905732961526
"taman makmur fasa 1","lunas","kedah",3e+05,207,14,0,"terrace house",1,0,1,12.6115377536383,5.33271879326537,2.63905732961526
"senibong villas","masai","johor",2125000,456,14,0,"bungalow",1,0,1,14.5692823603407,6.12249280951439,2.63905732961526
"taman kota yong peng","yong peng","johor",240000,160,14,0,"terrace house",1,0,1,12.3883942023241,5.07517381523383,2.63905732961526
"taman angsana","kulim","kedah",297000,216,14,0,"terrace house",1,0,1,12.6014874177848,5.37527840768417,2.63905732961526
"taman koperasi polis fasa 2","batu caves","kuala lumpur",460000,504,14,0,"terrace house",1,0,1,13.0389817684653,6.22257626807137,2.63905732961526
"jalan indah","sibu","sarawak",267500,119,14,0,"terrace house",0,1,0,12.4968748453182,4.77912349311153,2.63905732961526
"taman permaipura","sungai lalang","kedah",240000,150,14,1,"terrace house",1,0,1,12.3883942023241,5.01063529409626,2.63905732961526
"taman kesang mawar","muar","johor",485000,264,14,0,"terrace house",1,0,1,13.0919041699196,5.57594910314632,2.63905732961526
"riveria","kota samarahan","sarawak",592500,213,14,0,"terrace house",0,1,0,13.2921061519914,5.36129216570943,2.63905732961526
"taman jenjarom permai","tanjong duabelas","selangor",414973,269,14,0,"terrace house",1,1,1,12.9359687368554,5.59471137960184,2.63905732961526
"taman kempas fasa 1","sungai petani","kedah",237500,182,14,0,"terrace house",1,0,1,12.3779229024568,5.2040066870768,2.63905732961526
"bandar ainsdale","labu","negeri sembilan",623888,444,14,0,"terrace house",1,0,1,13.3437261440623,6.09582456243222,2.63905732961526
"majidee park","johor bahru","johor",935000,189,14,1,"bungalow",1,0,1,13.7483018082708,5.24174701505964,2.63905732961526
"taman anggerik heights","bentong","pahang",338000,242,14,0,"terrace house",1,0,1,12.7308011744652,5.48893772615669,2.63905732961526
"taman lahat permai","lahat","perak",280000,224,14,0,"terrace house",0,1,0,12.5425448821514,5.41164605185504,2.63905732961526
"taman aman 3","lahad datu","sabah",375000,176,14,0,"terrace house",0,1,0,12.8346813049525,5.17048399503815,2.63905732961526
"taman gurun jaya","gurun","kedah",206500,107,14,1,"terrace house",1,0,1,12.2380556913832,4.67282883446191,2.63905732961526
"taman selayang utama","selayang","selangor",684000,491,14,0,"terrace house",0,1,0,13.4357131966047,6.19644412779452,2.63905732961526
"perumahan prima bg serai","bagan serai","perak",310000,222,14,0,"terrace house",1,0,1,12.6443275764613,5.40267738187228,2.63905732961526
"taman seri kijang","bukit mertajam","penang",311500,271,14,0,"terrace house",1,0,1,12.6491546172096,5.6021188208797,2.63905732961526
"taman tangga batu perdana","tanjong kling","melaka",308000,193,14,0,"terrace house",0,1,0,12.6378550619557,5.26269018890489,2.63905732961526
"taman seri rantau","kapar","selangor",410000,251,14,0,"terrace house",1,0,1,12.9239124386805,5.52545293913178,2.63905732961526
"taman asean","balai panjang","melaka",382500,236,14,0,"terrace house",1,0,1,12.8544839322487,5.46383180502561,2.63905732961526
"taman klang jaya","klang","selangor",475000,232,14,0,"terrace house",1,0,1,13.0710700830168,5.44673737166631,2.63905732961526
"seksyen 8 shah alam","shah alam","selangor",7e+05,348,14,0,"terrace house",0,1,0,13.4588356140255,5.85220247977447,2.63905732961526
"taman haji mohd amin","permatang pauh","penang",160000,218,14,0,"flat",1,0,1,11.982929094216,5.38449506278909,2.63905732961526
"taman mengkudu","bukit minyak","penang",1e+05,167,14,0,"flat",1,0,1,11.5129254649702,5.11799381241676,2.63905732961526
"queens residences q2 @ queens waterfront","bayan lepas","penang",1253287,1066,14,0,"condominium",1,0,1,14.0412802579295,6.97166860472579,2.63905732961526
"magna ville","selayang","selangor",350000,316,14,0,"condominium",0,1,0,12.7656884334656,5.75574221358691,2.63905732961526
"krystal heights","jelutong","penang",177500,374,14,0,"flat",1,0,1,12.0867258878976,5.92425579741453,2.63905732961526
"university apartment phase 1","kota kinabalu","sabah",245000,400,14,0,"apartment",0,1,0,12.4090134895269,5.99146454710798,2.63905732961526
"pangsapuri saujana permai 1","kajang","selangor",310000,310,14,0,"apartment",1,0,1,12.6443275764613,5.73657229747919,2.63905732961526
"lakeview apartments","selayang","selangor",282500,324,14,0,"apartment",0,1,0,12.5514338295686,5.78074351579233,2.63905732961526
"delima impian","bukit minyak","penang",160000,248,14,0,"flat",1,0,1,11.982929094216,5.51342874616498,2.63905732961526
"selesa puteri condominium","skudai","johor",271000,268,14,0,"condominium",1,0,1,12.5098740998618,5.59098698051086,2.63905732961526
"bahagia residences","miri","sarawak",260000,306,14,0,"apartment",0,1,0,12.4684369099977,5.72358510195238,2.63905732961526
"summer place","jelutong","penang",690000,637,14,0,"condominium",0,1,0,13.4444468765734,6.45676965557216,2.63905732961526
"indah","butterworth","penang",215000,303,14,0,"apartment",1,0,1,12.2783933071098,5.71373280550937,2.63905732961526
"subang perdana goodyear court 3","subang jaya","selangor",354000,378,14,0,"apartment",1,0,1,12.7770521921159,5.93489419561959,2.63905732961526
"1medini","iskandar puteri (nusajaya)","johor",370000,366,14,0,"condominium",1,0,1,12.8212582846204,5.90263333340137,2.63905732961526
"bukit pandan kondominium 1","cheras","kuala lumpur",380000,322,14,0,"condominium",1,0,1,12.8479265317026,5.77455154554441,2.63905732961526
"cormar suites (fraser place (lot 163))","klcc","kuala lumpur",749400,1200,14,0,"service residence",1,0,1,13.5270281653417,7.09007683577609,2.63905732961526
"golden villa","klang","selangor",217500,226,14,0,"apartment",1,0,1,12.2899541295109,5.42053499927229,2.63905732961526
"kota laksamana utama","melaka city","melaka",126000,155,14,0,"apartment",0,1,0,11.7440371859336,5.04342511691925,2.63905732961526
"sky gardens residences","tampoi","johor",435000,413,14,0,"service residence",1,0,1,12.9831013100708,6.02344759296103,2.63905732961526
"suasana lumayan","cheras","kuala lumpur",487500,407,14,0,"condominium",0,1,0,13.09704556942,6.00881318544259,2.63905732961526
"genting court condominium","setapak","kuala lumpur",204500,279,14,0,"condominium",0,1,0,12.228323254465,5.63121178182137,2.63905732961526
"four seasons place","klcc","kuala lumpur",11420500,3017,14,0,"service residence",1,0,1,16.2509205440708,8.01201823915906,2.63905732961526
"cherry","ipoh","perak",137500,180,14,0,"apartment",1,0,1,11.8313791960888,5.19295685089021,2.63905732961526
"seri pauh","bukit mertajam","penang",170000,282,14,0,"flat",0,1,0,12.0435537160324,5.64190707093811,2.63905732961526
